award_year,category,prize,prize_share,laureate_id,laureate_type,full_name,birth_year,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_year,death_city,death_country
2018,Physics,The Nobel Prize in Physics 2018,4-Jan,962,Individual,Donna Strickland,1959,Guelph,Canada,Female,University of Waterloo,Waterloo,Canada,null,null,null
2002,Chemistry,The Nobel Prize in Chemistry 2002,4-Jan,757,Individual,Koichi Tanaka,1959,Toyama City,Japan,Male,Shimadzu Corp.,Kyoto,Japan,null,null,null
2023,Medicine,The Nobel Prize in Physiology or Medicine 2023,2-Jan,1025,Individual,Drew Weissman,1959,"""Lexington, MA""",United States of America,Male,Penn Institute for RNA Innovations University of Pennsylvania,"""Philadelphia, PA""",United States of America,null,null,null
2023,Literature,The Nobel Prize in Literature 2023,1-Jan,1032,Individual,Jon Fosse,1959,Haugesund,Norway,Male,null,null,null,null,null,null
2014,Chemistry,The Nobel Prize in Chemistry 2014,3-Jan,909,Individual,Eric Betzig,1960,"""Ann Arbor, MI""",United States of America,Male,"""Janelia Research Campus, Howard Hughes Medical Institute""","""Ashburn, VA""",United States of America,null,null,null
2014,Physics,The Nobel Prize in Physics 2014,3-Jan,907,Individual,Hiroshi Amano,1960,Hamamatsu,Japan,Male,Nagoya University,Nagoya,Japan,null,null,null
2021,Economics,The Sveriges Riksbank Prize in Economic Sciences 2021,4-Jan,1008,Individual,Joshua Angrist,1960,"""Columbus, OH""",United States of America,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,null,null,null
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,2-Jan,803,Individual,Craig C. Mello,1960,"""New Haven, CT""",United States of America,Male,University of Massachusetts Medical School,"""Worcester, MA""",United States of America,null,null,null
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences 2019,3-Jan,982,Individual,Abhijit Banerjee,1961,Mumbai,India,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,null,null,null
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,3-Jan,836,Individual,Carol W. Greider,1961,"""San Diego, CA""",United States of America,Female,Johns Hopkins University School of Medicine,"""Baltimore, MD""",United States of America,null,null,null
2009,Peace,The Nobel Peace Prize 2009,1-Jan,845,Individual,Barack H. Obama,1961,"""Honolulu, HI""",United States of America,Male,null,null,null,null,null,null
2001,Physics,The Nobel Prize in Physics 2001,3-Jan,738,Individual,Eric A. Cornell,1961,"""Palo Alto, CA""",United States of America,Male,"""University of Colorado, JILA""","""Boulder, CO""",United States of America,null,null,null
2018,Literature,The Nobel Prize in Literature 2018,1-Jan,979,Individual,Olga Tokarczuk,1962,Sulechów,Poland,Female,null,null,null,null,null,null
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,4-Jan,905,Individual,Edvard I. Moser,1962,Ålesund,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,null,null,null
2023,Physics,The Nobel Prize in Physics 2023,3-Jan,1027,Individual,Ferenc Krausz,1962,Mór,Hungary,Male,Max Planck Institute of Quantum Optics,Garching,Germany,null,null,null
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,2-Jan,875,Individual,Shinya Yamanaka,1962,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,null,null,null
2022,Peace,The Nobel Peace Prize 2022,3-Jan,1018,Individual,Ales Bialiatski,1962,Vyartsilya Karelia,Russia,Male,null,null,null,null,null,null
2014,Chemistry,The Nobel Prize in Chemistry 2014,3-Jan,910,Individual,Stefan W. Hell,1962,Arad,Romania,Male,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,null,null,null
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,4-Jan,904,Individual,May-Britt Moser,1963,Fosnavåg,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,null,null,null
2021,Economics,The Sveriges Riksbank Prize in Economic Sciences 2021,4-Jan,1009,Individual,Guido Imbens,1963,Geldrop,Netherlands,Male,Stanford University,"""Stanford, CA""",United States of America,null,null,null
2021,Peace,The Nobel Peace Prize 2021,2-Jan,1005,Individual,Maria Ressa,1963,Manila,Philippines,Female,null,null,null,null,null,null
2020,Chemistry,The Nobel Prize in Chemistry 2020,2-Jan,992,Individual,Jennifer A. Doudna,1964,"""Washington, D.C.""",United States of America,Female,University of California,"""Berkeley, CA""",United States of America,null,null,null
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences 2019,3-Jan,984,Individual,Michael Kremer,1964,"""New York, NY""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,null,null,null
2020,Physics,The Nobel Prize in Physics 2020,4-Jan,990,Individual,Andrea Ghez,1965,"""New York, NY""",United States of America,Female,University of California,"""Los Angeles, CA""",United States of America,null,null,null
2019,Physics,The Nobel Prize in Physics 2019,4-Jan,975,Individual,Didier Queloz,1966,Geneva,Switzerland,Male,University of Geneva,Geneva,Switzerland,null,null,null
2022,Chemistry,The Nobel Prize in Chemistry 2022,3-Jan,1015,Individual,Carolyn Bertozzi,1966,"""Boston, MA""",United States of America,Female,Stanford University,"""Stanford, CA""",United States of America,null,null,null
2011,Physics,The Nobel Prize in Physics 2011,4-Jan,865,Individual,Brian P. Schmidt,1967,"""Missoula, MT""",United States of America,Male,Australian National University,Weston Creek,Australia,null,null,null
2021,Chemistry,The Nobel Prize in Chemistry 2021,2-Jan,1002,Individual,Benjamin List,1968,Frankfurt-on-the-Main,Germany,Male,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,null,null,null
2021,Chemistry,The Nobel Prize in Chemistry 2021,2-Jan,1003,Individual,David MacMillan,1968,Bellshill,United Kingdom,Male,Princeton University,"""Princeton, NJ""",United States of America,null,null,null
2020,Chemistry,The Nobel Prize in Chemistry 2020,2-Jan,991,Individual,Emmanuelle Charpentier,1968,Juvisy-sur-Orge,France,Female,Max Planck Unit for the Science of Pathogens,Berlin,Germany,null,null,null
2011,Physics,The Nobel Prize in Physics 2011,4-Jan,866,Individual,Adam G. Riess,1969,"""Washington, DC""",United States of America,Male,Johns Hopkins University,"""Baltimore, MD""",United States of America,null,null,null
2011,Peace,The Nobel Peace Prize 2011,3-Jan,870,Individual,Leymah Gbowee,1972,Monrovia,Liberia,Female,null,null,null,null,null,null
2023,Peace,The Nobel Peace Prize 2023,1-Jan,1033,Individual,Narges Mohammadi,1972,Zanjan,Iran,Female,null,null,null,null,null,null
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences 2019,3-Jan,983,Individual,Esther Duflo,1972,Paris,France,Female,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,null,null,null
2010,Physics,The Nobel Prize in Physics 2010,2-Jan,850,Individual,Konstantin Novoselov,1974,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,null,null,null
2019,Peace,The Nobel Peace Prize 2019,1-Jan,981,Individual,Abiy Ahmed Ali,1976,Beshasha,Ethiopia,Male,null,null,null,null,null,null
2011,Peace,The Nobel Peace Prize 2011,3-Jan,871,Individual,Tawakkol Karman,1979,Ta'izz,Yemen,Female,null,null,null,null,null,null
2014,Peace,The Nobel Peace Prize 2014,2-Jan,914,Individual,Malala Yousafzai,1997,Mingora,Pakistan,Female,null,null,null,null,null,null
1902,Literature,The Nobel Prize in Literature 1902,1-Jan,571,Individual,Christian Matthias Theodor Mommsen,1817,Garding,Schleswig (Germany),Male,null,null,null,1903,Charlottenburg,Germany
1901,Peace,The Nobel Peace Prize 1901,2-Jan,463,Individual,Frédéric Passy,1822,Paris,France,Male,null,null,null,1912,Paris,France
1903,Peace,The Nobel Peace Prize 1903,1-Jan,466,Individual,William Randal Cremer,1828,Fareham,United Kingdom,Male,null,null,null,1908,London,United Kingdom
1901,Peace,The Nobel Peace Prize 1901,2-Jan,462,Individual,Jean Henry Dunant,1828,Geneva,Switzerland,Male,null,null,null,1910,Heiden,Switzerland
1909,Peace,The Nobel Peace Prize 1909,2-Jan,475,Individual,Auguste Marie François Beernaert,1829,Ostend,Belgium,Male,null,null,null,1912,Lucerne,Switzerland
1904,Literature,The Nobel Prize in Literature 1904,2-Jan,573,Individual,Frédéric Mistral,1830,Maillane,France,Male,null,null,null,1914,Maillane,France
1910,Literature,The Nobel Prize in Literature 1910,1-Jan,580,Individual,Paul Johann Ludwig Heyse,1830,Berlin,Prussia (Germany),Male,null,null,null,1914,Munich,Germany
1903,Literature,The Nobel Prize in Literature 1903,1-Jan,572,Individual,Bjørnstjerne Martinus Bjørnson,1832,Kvikne,Norway,Male,null,null,null,1910,Paris,France
1904,Literature,The Nobel Prize in Literature 1904,2-Jan,574,Individual,José Echegaray y Eizaguirre,1832,Madrid,Spain,Male,null,null,null,1916,Madrid,Spain
1902,Peace,The Nobel Peace Prize 1902,2-Jan,464,Individual,Élie Ducommun,1833,Geneva,Switzerland,Male,null,null,null,1906,Bern,Switzerland
1907,Peace,The Nobel Peace Prize 1907,2-Jan,471,Individual,Ernesto Teodoro Moneta,1833,Milan,Austrian Empire (Italy),Male,null,null,null,1918,Milan,Italy
1906,Literature,The Nobel Prize in Literature 1906,1-Jan,576,Individual,Giosuè Carducci,1835,Val di Castello,Tuscany (Italy),Male,null,null,null,1907,Bologna,Italy
1905,Chemistry,The Nobel Prize in Chemistry 1905,1-Jan,164,Individual,Johann Friedrich Wilhelm Adolf von Baeyer,1835,Berlin,Prussia (Germany),Male,Munich University,Munich,Germany,1917,Starnberg,Germany
1908,Peace,The Nobel Peace Prize 1908,2-Jan,474,Individual,Fredrik Bajer,1837,Næstved,Denmark,Male,null,null,null,1922,Copenhagen,Denmark
1910,Physics,The Nobel Prize in Physics 1910,1-Jan,15,Individual,Johannes Diderik van der Waals,1837,Leiden,Netherlands,Male,Amsterdam University,Amsterdam,Netherlands,1923,Amsterdam,Netherlands
1911,Peace,The Nobel Peace Prize 1911,2-Jan,478,Individual,Tobias Michael Carel Asser,1838,Amsterdam,Netherlands,Male,null,null,null,1913,the Hague,Netherlands
1901,Literature,The Nobel Prize in Literature 1901,1-Jan,569,Individual,Sully Prudhomme,1839,Paris,France,Male,null,null,null,1907,Châtenay,France
1909,Medicine,The Nobel Prize in Physiology or Medicine 1909,1-Jan,303,Individual,Emil Theodor Kocher,1841,Berne,Switzerland,Male,Berne University,Berne,Switzerland,1917,Berne,Switzerland
1927,Peace,The Nobel Peace Prize 1927,2-Jan,492,Individual,Ferdinand Buisson,1841,Paris,France,Male,null,null,null,1932,Thieuloy-Saint-Antoine,France
1904,Physics,The Nobel Prize in Physics 1904,1-Jan,8,Individual,Lord Rayleigh (John William Strutt),1842,"""Langford Grove, Maldon, Essex""",United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom,1919,null,United Kingdom
1905,Medicine,The Nobel Prize in Physiology or Medicine 1905,1-Jan,297,Individual,Robert Koch,1843,Clausthal (Clausthal-Zellerfeld),Germany,Male,Institute for Infectious Diseases,Berlin,Germany,1910,Baden-Baden,Germany
1902,Peace,The Nobel Peace Prize 1902,2-Jan,465,Individual,Charles Albert Gobat,1843,Tramelan,Switzerland,Male,null,null,null,1914,Bern,Switzerland
1905,Peace,The Nobel Peace Prize 1905,1-Jan,468,Individual,"""Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau""",1843,Prague,Austrian Empire (Czech Republic),Female,null,null,null,1914,Vienna,Austria
1907,Peace,The Nobel Peace Prize 1907,2-Jan,472,Individual,Louis Renault,1843,Autun,France,Male,Sorbonne University,Paris,France,1918,Barbizon,France
1906,Medicine,The Nobel Prize in Physiology or Medicine 1906,2-Jan,298,Individual,Camillo Golgi,1843,Corteno,Italy,Male,Pavia University,Pavia,Italy,1926,Pavia,Italy
1908,Peace,The Nobel Peace Prize 1908,2-Jan,473,Individual,Klas Pontus Arnoldson,1844,Gothenburg,Sweden,Male,null,null,null,1916,Stockholm,Sweden
1921,Literature,The Nobel Prize in Literature 1921,1-Jan,590,Individual,Anatole France,1844,Paris,France,Male,null,null,null,1924,Saint-Cyr-sur-Loire,France
1908,Medicine,The Nobel Prize in Physiology or Medicine 1908,2-Jan,301,Individual,Ilya Ilyich Mechnikov,1845,Kharkov (Kharkiv),Russian Empire (Ukraine),Male,Institut Pasteur,Paris,France,1916,Paris,France
1908,Physics,The Nobel Prize in Physics 1908,1-Jan,12,Individual,Gabriel Lippmann,1845,Hollerich,Luxembourg,Male,Sorbonne University,Paris,France,1921,null,null
1907,Medicine,The Nobel Prize in Physiology or Medicine 1907,1-Jan,300,Individual,Charles Louis Alphonse Laveran,1845,Paris,France,Male,Institut Pasteur,Paris,France,1922,Paris,France
1901,Physics,The Nobel Prize in Physics 1901,1-Jan,1,Individual,Wilhelm Conrad Röntgen,1845,Lennep (Remscheid),Prussia (Germany),Male,Munich University,Munich,Germany,1923,Munich,Germany
1919,Literature,The Nobel Prize in Literature 1919,1-Jan,588,Individual,Carl Friedrich Georg Spitteler,1845,Liestal,Switzerland,Male,null,null,null,1924,Lucerne,Switzerland
1912,Peace,The Nobel Peace Prize 1912,1-Jan,480,Individual,Elihu Root,1845,"""Clinton, NY""",United States of America,Male,null,null,null,1937,"""New York, NY""",United States of America
1905,Literature,The Nobel Prize in Literature 1905,1-Jan,575,Individual,Henryk Sienkiewicz,1846,Wola Okrzejska,Poland,Male,null,null,null,1916,Vevey,Switzerland
1908,Literature,The Nobel Prize in Literature 1908,1-Jan,578,Individual,Rudolf Christoph Eucken,1846,Aurich,East Friesland (Germany),Male,null,null,null,1926,Jena,Germany
1910,Chemistry,The Nobel Prize in Chemistry 1910,1-Jan,169,Individual,Otto Wallach,1847,Koenigsberg (Kaliningrad),Germany (Russia),Male,Goettingen University,Göttingen,Germany,1931,Göttingen,Germany
1904,Medicine,The Nobel Prize in Physiology or Medicine 1904,1-Jan,296,Individual,Ivan Petrovich Pavlov,1849,Ryazan,Russia,Male,Military Medical Academy,St. Petersburg,Russia,1936,Leningrad,Russia
1909,Physics,The Nobel Prize in Physics 1909,2-Jan,14,Individual,Karl Ferdinand Braun,1850,Fulda,Hesse-Kassel (Germany),Male,Strasbourg University,Strasbourg,"""Alsace (then Germany, now France)""",1918,"""Brooklyn, NY""",United States of America
1913,Medicine,The Nobel Prize in Physiology or Medicine 1913,1-Jan,307,Individual,Charles Robert Richet,1850,Paris,France,Male,Sorbonne University,Paris,France,1935,Paris,France
1920,Peace,The Nobel Peace Prize 1920,1-Jan,484,Individual,Léon Victor Auguste Bourgeois,1851,Paris,France,Male,null,null,null,1925,Épernay,France
1906,Chemistry,The Nobel Prize in Chemistry 1906,1-Jan,165,Individual,Henri Moissan,1852,Paris,France,Male,Sorbonne University,Paris,France,1907,Paris,France
1903,Physics,The Nobel Prize in Physics 1903,2-Jan,4,Individual,Antoine Henri Becquerel,1852,Paris,France,Male,École Polytechnique,Paris,France,1908,null,France
1901,Chemistry,The Nobel Prize in Chemistry 1901,1-Jan,160,Individual,Jacobus Henricus van 't Hoff,1852,Rotterdam,Netherlands,Male,Berlin University,Berlin,Germany,1911,Berlin,Germany
1904,Chemistry,The Nobel Prize in Chemistry 1904,1-Jan,163,Individual,Sir William Ramsay,1852,Glasgow,Scotland,Male,University College,London,United Kingdom,1916,High Wycombe,United Kingdom
1902,Chemistry,The Nobel Prize in Chemistry 1902,1-Jan,161,Individual,Hermann Emil Fischer,1852,Euskirchen,Prussia (Germany),Male,Berlin University,Berlin,Germany,1919,Berlin,Germany
1909,Peace,The Nobel Peace Prize 1909,2-Jan,476,Individual,"""Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque""",1852,La Flèche,France,Male,null,null,null,1924,Paris,France
